id,handle,Tweet,is_retweet
7.81E+17,HillaryClinton,Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:… https://t.co/o50AezGRrb,FALSE
7.81E+17,realDonaldTrump,Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!,FALSE
7.81E+17,realDonaldTrump,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN… https://t.co/39FCnUf8Pb",FALSE
7.81E+17,realDonaldTrump,".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn",FALSE
7.81E+17,realDonaldTrump,"Thank you! CNBC #DebateNight poll with over 400,000 votes. 
Trump 61%
Clinton 39%
#AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op",FALSE
7.81E+17,realDonaldTrump,"TIME #DebateNight poll - over 800,000 votes. Thank you! 
#AmericaFirst #MAGA https://t.co/bTPX9E0wKu",FALSE
7.81E+17,realDonaldTrump,".@newtgingrich just said ""a historic victory for Trump."" NICE!",FALSE
7.81E+17,HillaryClinton,"Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc",TRUE
7.81E+17,realDonaldTrump,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!",FALSE
7.81E+17,HillaryClinton,43 days left. Let’s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J,FALSE
7.81E+17,realDonaldTrump,"Thank you Governor @TerryBranstad! 
#AmericaFirst #Debates2016 https://t.co/yIeZctdQy8",FALSE
7.81E+17,realDonaldTrump,"Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. 
#AmericaFirst… https://t.co/6k7qP9X8nC",FALSE
7.81E+17,realDonaldTrump,"Thank you Senator @TedCruz!
#Debates2016 #MAGA https://t.co/cgO6109USJ",FALSE
7.81E+17,HillaryClinton,.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight,TRUE
7.81E+17,HillaryClinton,#DebateNight https://t.co/x4oTfkIlHS,FALSE
7.81E+17,HillaryClinton,"Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0wrISjJe6z",FALSE
7.81E+17,HillaryClinton,Hillary Clinton did what she needed to do: https://t.co/OhN5ZjCu2G https://t.co/4P3f6pNXB3,TRUE
7.81E+17,HillaryClinton,"Tonight, we heard from two candidates -- but only one president. #ImWithHer",TRUE
7.81E+17,HillaryClinton,"""Hillary won big time. It was a shut out."" -- @HardballChris #debatenight",TRUE
7.81E+17,HillaryClinton,Clinton won this debate in part because she had more stamina for this than Trump. He flagged badly after 30 minutes. She didn't.,TRUE
7.81E+17,HillaryClinton,The presidency isn't a reality show—it's as real as it gets. Make sure you're registered to vote:… https://t.co/gBZ42fzFnF,FALSE
7.81E+17,HillaryClinton,Text IMWITHHER to 47246 to tell Hillary you're on her team all the way to Election Day. #debatenight https://t.co/YzlkvzVTGY,FALSE
7.81E+17,HillaryClinton,Gracias señora @HillaryClinton su respeto a las mujeres y nuestras diferencias la hacen grande! Estoy con usted!,TRUE
7.81E+17,HillaryClinton,RT this if you're proud to be standing with Hillary tonight. #debatenight https://t.co/91tBmKxVMs,FALSE
7.81E+17,HillaryClinton,Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: https://t.co/ATqqxWU0Hc,FALSE
7.81E+17,realDonaldTrump,".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
https://t.co/qfZTx6aKYs",FALSE
7.81E+17,realDonaldTrump,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,FALSE
7.81E+17,HillaryClinton,"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu",FALSE
7.81E+17,HillaryClinton,The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j,FALSE
7.81E+17,realDonaldTrump,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,FALSE
7.81E+17,HillaryClinton,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight",FALSE
7.81E+17,realDonaldTrump,.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… https://t.co/2BovwrJisi,TRUE
7.81E+17,HillaryClinton,"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight https://t.co/z66rUZz31J",FALSE
7.81E+17,realDonaldTrump,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",FALSE
7.81E+17,HillaryClinton,.@realDonaldTrump: Barack Obama is your president too. #debatenight,FALSE
7.81E+17,HillaryClinton,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,FALSE
7.81E+17,realDonaldTrump,"Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… https://t.co/OoakXs2rij",FALSE
7.81E+17,HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ,FALSE
7.81E+17,HillaryClinton,"Donald Trump says he has better temperament than Hillary Clinton.

Fact check: He is Donald Trump. 

#debate",TRUE
7.81E+17,realDonaldTrump,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9wSCB",TRUE
7.81E+17,realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,FALSE
7.81E+17,realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv",FALSE
7.81E+17,realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV",TRUE
7.81E+17,HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0",FALSE
7.81E+17,HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,TRUE
7.81E+17,HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,FALSE
7.81E+17,HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,TRUE
7.81E+17,realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0DNzy",TRUE
7.81E+17,HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM",FALSE
7.81E+17,HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",FALSE
7.81E+17,HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy,TRUE
7.81E+17,HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",FALSE
7.81E+17,HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",FALSE
7.81E+17,HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,FALSE
7.81E+17,HillaryClinton,"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs",FALSE
7.81E+17,HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,FALSE
7.81E+17,HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",FALSE
7.81E+17,HillaryClinton,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,FALSE
7.81E+17,HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,TRUE
7.81E+17,realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,FALSE
7.81E+17,HillaryClinton,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,FALSE
7.81E+17,realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc",TRUE
7.81E+17,HillaryClinton,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj",FALSE
7.81E+17,realDonaldTrump,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh,TRUE
7.81E+17,HillaryClinton,"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd",FALSE
7.81E+17,HillaryClinton,"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. https://t.co/g9nQkSRvTB",FALSE
7.81E+17,HillaryClinton,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,FALSE
7.81E+17,realDonaldTrump,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",FALSE
7.81E+17,HillaryClinton,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",TRUE
7.81E+17,realDonaldTrump,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,FALSE
7.81E+17,realDonaldTrump,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,FALSE
7.81E+17,realDonaldTrump,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,FALSE
7.81E+17,realDonaldTrump,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ",FALSE
7.81E+17,HillaryClinton,"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA",TRUE
7.81E+17,HillaryClinton,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight,FALSE
7.81E+17,realDonaldTrump,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,FALSE
7.81E+17,HillaryClinton,"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… https://t.co/U29h8UaYZP",FALSE
7.81E+17,HillaryClinton,"""I never said that."" —Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL",FALSE
7.81E+17,HillaryClinton,"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight",FALSE
7.81E+17,realDonaldTrump,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,FALSE
7.81E+17,HillaryClinton,"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",FALSE
7.81E+17,HillaryClinton,"Donald Trump seems to think $15 million is a ""small loan."" #debate https://t.co/Bo3HOhdR92 https://t.co/K5bCPX3ujx",TRUE
7.81E+17,HillaryClinton,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: https://t.co/5MZTsOgYR9",FALSE
7.81E+17,realDonaldTrump,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW,TRUE
7.81E+17,HillaryClinton,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… https://t.co/3LV3pmjRBI",FALSE
7.81E+17,HillaryClinton,How many Trump products were made overseas? Here’s the complete list. https://t.co/OdJOZeZau0,TRUE
7.81E+17,HillaryClinton,There's only one candidate on stage who will support working families. #DebateNight https://t.co/uOV7JC9uQC,FALSE
7.81E+17,HillaryClinton,"We have to build an economy that works for everyone, not just those at the top. #DebateNight https://t.co/XPTvh4Dovf",FALSE
7.81E+17,HillaryClinton,Watch live: Hillary takes the stage for the first presidential debate → https://t.co/FbmDLQp03w #DebateNight,FALSE
7.81E+17,HillaryClinton,Let's do this. #DebateNight https://t.co/NkPEGHzucT,FALSE
7.81E+17,realDonaldTrump,"Why isn't Hillary Clinton 50 points ahead?
#DebateNight https://t.co/iux7icIkaT",FALSE
7.81E+17,HillaryClinton,"If you're with Hillary, now's the time to show it. Chip in before tonight's debate to have her back: https://t.co/OftmbqRvyQ #DebateNight",FALSE
7.81E+17,HillaryClinton,"No matter what Donald says at tonight's debate, we already know the real Trump.

Follow @TheBriefing2016 for the fa… https://t.co/ueK4tWWMN0",FALSE
7.81E+17,HillaryClinton,"Hillary’s set to take the debate stage at 9pm ET.

Here's where you can watch: https://t.co/DhwVYhlA6K #DebateNight https://t.co/gMJINu5xJi",FALSE
7.81E+17,realDonaldTrump,Join @realDonaldTrump on his official social media platforms during tonight's debate ~ as @TeamTrump manages rapid… https://t.co/hheOvJjvcZ,TRUE
7.81E+17,HillaryClinton,"“You didn’t blame Little John or Meat Loaf. You fired Gary Busey.

These are the kinds of decisions that would keep… https://t.co/RT0cARwsu7",FALSE
7.81E+17,realDonaldTrump,"My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16",FALSE
7.81E+17,HillaryClinton,Study: Donald Trump would raise taxes on millions of middle-class families https://t.co/NmTl8m1R1G https://t.co/INemC8Roms,TRUE
7.81E+17,HillaryClinton,Here are 35 questions Trump still needs to answer. https://t.co/rdMYbHGhwA #DebateNight,FALSE
7.81E+17,HillaryClinton,Watch this before you watch tonight's debate. #DebateNight https://t.co/vnC4bMrS0Q,FALSE
7.80E+17,HillaryClinton,"Trump told 31 outright lies just last week.

Keep him honest at tonight's debate: Follow @TheBriefing2016 to get th… https://t.co/m1WyJ3DJqF",FALSE
7.80E+17,HillaryClinton,"""Our presidents are role models for generations of our children. Is this the example we want for them?"" —@NYTimes… https://t.co/lQRruBpQfB",FALSE
7.80E+17,HillaryClinton,Hillary Clinton has a $10 billion plan to stop the heroin epidemic. Donald Trump has some slogans. https://t.co/tN8jGGWrvn,TRUE
7.80E+17,HillaryClinton,"These headlines on Trump's lies are from just one week of his campaign.

Imagine four years of his presidency. https://t.co/FE1hZ7MmR6",FALSE
7.80E+17,HillaryClinton,Everything you need to know before watching tonight's debate: https://t.co/Z4gcpSDfZa https://t.co/bymTtB2Et7,FALSE
7.80E+17,HillaryClinton,"Tonight, Hillary will debate Trump for the first time. Follow @TheBriefing2016 to make sure he's held accountable to the facts. #DebateNight",FALSE
7.80E+17,realDonaldTrump,"#Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, going into #Debates2016",TRUE
7.80E+17,HillaryClinton,A reminder heading into tonight's debate. #DebateNight https://t.co/TwsbBNPOZP,FALSE
7.80E+17,HillaryClinton,"""Donald Trump is a man who dwells in bigotry, bluster and false promises."" —@NYTimes https://t.co/dGBX93R3PK #DebateNight",FALSE
7.80E+17,HillaryClinton,"This job takes maturity, compassion, and wisdom. Only one candidate has what it takes. #DebateNight https://t.co/TAA1qZUdtq",TRUE
7.80E+17,HillaryClinton,Our daughters deserve better. https://t.co/LJPlFegSTs,FALSE
7.80E+17,HillaryClinton,Not a single living president has endorsed Donald Trump. https://t.co/nGXxXTo3NI,FALSE
7.80E+17,HillaryClinton,Trump can't win tonight's debate by lying to the American people. https://t.co/uRkyip3Rfe,FALSE
7.80E+17,HillaryClinton,RT this if you've got Hillary's back tonight. #Debates2016 https://t.co/r66XZWiNJL,FALSE
7.80E+17,realDonaldTrump,"New national Bloomberg poll just released - thank you! Join the MOVEMENT: https://t.co/3KWOl2ibaW. 
#TrumpTrain… https://t.co/xDGCwYVK0Q",FALSE
7.80E+17,HillaryClinton,"When we come together, there's no problem we can't solve and no divide we can't heal. https://t.co/2eutCA4R6C",FALSE
7.80E+17,realDonaldTrump,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",FALSE
7.80E+17,HillaryClinton,"Today, the sacrifices of Gold Star families weigh heavier on my mind. Thank you. I will fight to get you the care &amp; benefits you deserve. -H",FALSE
7.80E+17,realDonaldTrump,Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!,FALSE
7.80E+17,HillaryClinton,"59 years ago, 9 brave students integrated Central High School, changing the course of history. Let's recommit to fi… https://t.co/wzF4WRU5IS",FALSE
7.80E+17,HillaryClinton,Let's send Donald Trump—and the world—a clear message. https://t.co/tTgeqxNqYm #LoveTrumpsHate https://t.co/0VI8zmXgZE,FALSE
7.80E+17,HillaryClinton,Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States. https://t.co/YFraVXr5Zf,FALSE
7.80E+17,HillaryClinton,The NYT Editorial Board says Donald Trump should not be president. Here's why. https://t.co/aQ0NZm19Hx via @nytopinion,TRUE
7.80E+17,HillaryClinton,Take it from those who have been there - Trump is not ready for the responsibility of being president: https://t.co/MCmcwcOwju,TRUE
7.80E+17,HillaryClinton,"""[Hillary] is one of the most qualified people ever to run for the office, and she easily earns our endorsement.”… https://t.co/AhBE0UuJPO",FALSE
7.80E+17,HillaryClinton,Our veterans and their families deserve a president who doesn't disrespect and disparage their sacrifices. https://t.co/sMGa9bxZGX,FALSE
7.80E+17,realDonaldTrump,"Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:
https://t.co/VHuyE65hgi https://t.co/6KDPrQxSED",FALSE
7.80E+17,HillaryClinton,7 ways Hillary's policies would help you in your daily life: https://t.co/f7oDXlVyx6,FALSE
7.80E+17,HillaryClinton,This war hero's Gold Star parents want you to know why they're backing .@HillaryClinton for president… https://t.co/6vEh87N02B,TRUE
7.80E+17,HillaryClinton,"Once again, Trump's own words are the best evidence he's not fit to be president. https://t.co/D3Ox56zt1k",TRUE
7.80E+17,HillaryClinton,Gold Star families have made sacrifices most of us can't even fathom. They deserve our respect and our thanks. https://t.co/c9gDHudBjt,FALSE
7.80E+17,HillaryClinton,Not one living president has said they believe Donald Trump has what it takes to be Commander-in-Chief. https://t.co/3HeTtkQ6KS,FALSE
7.80E+17,HillaryClinton,Meet three women who inspired Hillary to become the person she is today: https://t.co/1O4rw3ecBH https://t.co/Df9X0o5E6h,FALSE
7.80E+17,realDonaldTrump,Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 10:00 A.M.,FALSE
7.80E+17,HillaryClinton,"""Our endorsement is rooted in respect for her intellect, experience, toughness and courage."" —@NYTimes on Hillary… https://t.co/ihdRZdqGva",FALSE
7.80E+17,realDonaldTrump,Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,FALSE
7.80E+17,realDonaldTrump,"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!",FALSE
7.80E+17,HillaryClinton,"The new @NMAAHC is an overdue tribute to African American history. Let's build a more open, inclusive future by reflecting on our past. -H",FALSE
